group_var,ep_id,ep_country,ep_main_act,ep_clustered,activity_uuid_product_uuid,multi_match,completion
sheep's cheese-.-france-.-manufacturer/ producer,57a39ab2f4e74563a0a6c59b1ea0e89725ad979a,france,manufacturer/ producer,sheep's cheese,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
sheep's cheese-.-spain-.-manufacturer/ producer,57a39ab2f4e74563a0a6c59b1ea0e89725ad979a,spain,manufacturer/ producer,sheep's cheese,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
sheep's cheese-.-spain-.-distributor,57a39ab2f4e74563a0a6c59b1ea0e89725ad979a,spain,distributor,sheep's cheese,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
sheep's cheese-.-spain-.-agent/ representative,57a39ab2f4e74563a0a6c59b1ea0e89725ad979a,spain,agent/ representative,sheep's cheese,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
sheep's cheese-.-france-.-wholesaler,57a39ab2f4e74563a0a6c59b1ea0e89725ad979a,france,wholesaler,sheep's cheese,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
goats' cheeses-.-france-.-manufacturer/ producer,13be436dee2765b17b333b0a591b651ecd7c7738,france,manufacturer/ producer,goats' cheeses,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
goats' cheeses-.-netherlands-.-manufacturer/ producer,13be436dee2765b17b333b0a591b651ecd7c7738,netherlands,manufacturer/ producer,goats' cheeses,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
goats' cheeses-.-spain-.-manufacturer/ producer,13be436dee2765b17b333b0a591b651ecd7c7738,spain,manufacturer/ producer,goats' cheeses,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
goats' cheeses-.-spain-.-wholesaler,13be436dee2765b17b333b0a591b651ecd7c7738,spain,wholesaler,goats' cheeses,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
goats' cheeses-.-netherlands-.-distributor,13be436dee2765b17b333b0a591b651ecd7c7738,netherlands,distributor,goats' cheeses,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
french cheese-.-france-.-manufacturer/ producer,c07ad9495971a2188b15141a9ba6273b7a3acbad,france,manufacturer/ producer,french cheese,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
french cheese-.-germany-.-distributor,c07ad9495971a2188b15141a9ba6273b7a3acbad,germany,distributor,french cheese,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
french cheese-.-france-.-wholesaler,c07ad9495971a2188b15141a9ba6273b7a3acbad,france,wholesaler,french cheese,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
french cheese-.-france-.-agent/ representative,c07ad9495971a2188b15141a9ba6273b7a3acbad,france,agent/ representative,french cheese,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
fresh cheeses-.-france-.-manufacturer/ producer,eacad082e89094c539a98db2ba0ca28fddd09b50,france,manufacturer/ producer,fresh cheeses,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
fresh cheeses-.-germany-.-manufacturer/ producer,eacad082e89094c539a98db2ba0ca28fddd09b50,germany,manufacturer/ producer,fresh cheeses,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
fresh cheeses-.-spain-.-manufacturer/ producer,eacad082e89094c539a98db2ba0ca28fddd09b50,spain,manufacturer/ producer,fresh cheeses,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
farm-fresh cheeses-.-france-.-manufacturer/ producer,7a407df3bf5dad06d7cc6e27ecc53e97dee7dbe3,france,manufacturer/ producer,farm-fresh cheeses,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
farm-fresh cheeses-.-spain-.-wholesaler,7a407df3bf5dad06d7cc6e27ecc53e97dee7dbe3,spain,wholesaler,farm-fresh cheeses,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
farm-fresh cheeses-.-france-.-wholesaler,7a407df3bf5dad06d7cc6e27ecc53e97dee7dbe3,france,wholesaler,farm-fresh cheeses,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
farm-fresh cheeses-.-france-.-distributor,7a407df3bf5dad06d7cc6e27ecc53e97dee7dbe3,france,distributor,farm-fresh cheeses,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
regional cheeses-.-france-.-manufacturer/ producer,f31d7cf061e42385d2a6b780bd25dfd0100d9525,france,manufacturer/ producer,regional cheeses,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
regional cheeses-.-spain-.-manufacturer/ producer,f31d7cf061e42385d2a6b780bd25dfd0100d9525,spain,manufacturer/ producer,regional cheeses,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
regional cheeses-.-france-.-distributor,f31d7cf061e42385d2a6b780bd25dfd0100d9525,france,distributor,regional cheeses,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
typical cheeses-.-france-.-manufacturer/ producer,473e0b44001140190dbe60d5f8f73243b48a3d96,france,manufacturer/ producer,typical cheeses,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
typical cheeses-.-spain-.-manufacturer/ producer,473e0b44001140190dbe60d5f8f73243b48a3d96,spain,manufacturer/ producer,typical cheeses,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
typical cheeses-.-france-.-distributor,473e0b44001140190dbe60d5f8f73243b48a3d96,france,distributor,typical cheeses,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
cooked pressed hard cheeses-.-france-.-manufacturer/ producer,6ebc6e276d59d63016b69fa50f8117b623934843,france,manufacturer/ producer,cooked pressed hard cheeses,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
brie cheese-.-france-.-manufacturer/ producer,62650c4421782df388903e38993de8816cfd9d30,france,manufacturer/ producer,brie cheese,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
merlemont cheese-.-france-.-manufacturer/ producer,eccc1cc61eede7dc81a0341b8639513bba8403d5,france,manufacturer/ producer,merlemont cheese,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
tartiflette cheese-.-france-.-manufacturer/ producer,538f733db0ce68d7d18f9fd66bc03f2f8d3987fb,france,manufacturer/ producer,tartiflette cheese,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
ewe's cheese-.-france-.-manufacturer/ producer,5cfe06844400fef22ac1a69d4d35085b564056aa,france,manufacturer/ producer,ewe's cheese,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,high
traditional cheese-.-france-.-manufacturer/ producer,416337fe326265c420ea3feeffa397bcb96155bd,france,manufacturer/ producer,traditional cheese,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
traditional cheese-.-netherlands-.-wholesaler,416337fe326265c420ea3feeffa397bcb96155bd,netherlands,wholesaler,traditional cheese,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
traditional cheese-.-france-.-wholesaler,416337fe326265c420ea3feeffa397bcb96155bd,france,wholesaler,traditional cheese,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
cheese factories-.-france-.-manufacturer/ producer,18872415c6a4f90292d5793a1adb1fa048170cc5,france,manufacturer/ producer,cheese factories,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
cheese factories-.-spain-.-manufacturer/ producer,18872415c6a4f90292d5793a1adb1fa048170cc5,spain,manufacturer/ producer,cheese factories,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
cheese factories-.-france-.-retailer,18872415c6a4f90292d5793a1adb1fa048170cc5,france,retailer,cheese factories,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
cheese shops-.-france-.-manufacturer/ producer,29b474a4f28d501da49abe46d1ad1d419514886f,france,manufacturer/ producer,cheese shops,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
cheese shops-.-spain-.-manufacturer/ producer,29b474a4f28d501da49abe46d1ad1d419514886f,spain,manufacturer/ producer,cheese shops,dbaddf16-bf03-5f66-afd7-665392eda2f7_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
cheese shops-.-spain-.-wholesaler,29b474a4f28d501da49abe46d1ad1d419514886f,spain,wholesaler,cheese shops,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
cheese shops-.-france-.-wholesaler,29b474a4f28d501da49abe46d1ad1d419514886f,france,wholesaler,cheese shops,e709d91f-d718-59b1-b28b-425211d31775_e35863ed-da3f-4255-a90d-623066f43fd3,False,medium
"starch, edible-.-france-.-manufacturer/ producer",aa7a3d0ac6b73850009caef90cd2270d38fa291e,france,manufacturer/ producer,"starch, edible",44277a1d-acb2-5258-881b-a0344494e286_463fad24-d1d2-4a5d-9bb4-029d5b553d65,False,medium
"starch, edible-.-netherlands-.-manufacturer/ producer",aa7a3d0ac6b73850009caef90cd2270d38fa291e,netherlands,manufacturer/ producer,"starch, edible",44277a1d-acb2-5258-881b-a0344494e286_463fad24-d1d2-4a5d-9bb4-029d5b553d65,False,medium
"starch, edible-.-spain-.-manufacturer/ producer",aa7a3d0ac6b73850009caef90cd2270d38fa291e,spain,manufacturer/ producer,"starch, edible",44277a1d-acb2-5258-881b-a0344494e286_463fad24-d1d2-4a5d-9bb4-029d5b553d65,False,medium
"starch, edible-.-germany-.-manufacturer/ producer",aa7a3d0ac6b73850009caef90cd2270d38fa291e,germany,manufacturer/ producer,"starch, edible",d0a0d20f-a6af-5d2f-8285-14795ac7d8f1_463fad24-d1d2-4a5d-9bb4-029d5b553d65,False,medium
"starch, edible-.-germany-.-wholesaler",aa7a3d0ac6b73850009caef90cd2270d38fa291e,germany,wholesaler,"starch, edible",ca286e05-e8a3-54e6-94d8-6182d594d5d9_463fad24-d1d2-4a5d-9bb4-029d5b553d65,False,medium
"starch, edible-.-austria-.-wholesaler",aa7a3d0ac6b73850009caef90cd2270d38fa291e,austria,wholesaler,"starch, edible",ca286e05-e8a3-54e6-94d8-6182d594d5d9_463fad24-d1d2-4a5d-9bb4-029d5b553d65,False,medium
"starch, edible-.-spain-.-wholesaler",aa7a3d0ac6b73850009caef90cd2270d38fa291e,spain,wholesaler,"starch, edible",ca286e05-e8a3-54e6-94d8-6182d594d5d9_463fad24-d1d2-4a5d-9bb4-029d5b553d65,False,medium
"starch, edible-.-france-.-wholesaler",aa7a3d0ac6b73850009caef90cd2270d38fa291e,france,wholesaler,"starch, edible",ca286e05-e8a3-54e6-94d8-6182d594d5d9_463fad24-d1d2-4a5d-9bb4-029d5b553d65,False,medium
tomatoes-.-france-.-manufacturer/ producer,404db29d6ba61318865a25ff7c02724a6a67c89c,france,manufacturer/ producer,tomatoes,ab74f872-7468-5151-a4e0-943245af34c3_34967617-78b9-4120-9fbc-b8bf2d3c115b,False,high
tomatoes-.-spain-.-distributor,404db29d6ba61318865a25ff7c02724a6a67c89c,spain,distributor,tomatoes,a47e8b6b-dfe6-5591-b064-959e84555613_34967617-78b9-4120-9fbc-b8bf2d3c115b,False,high
tomatoes-.-spain-.-wholesaler,404db29d6ba61318865a25ff7c02724a6a67c89c,spain,wholesaler,tomatoes,a47e8b6b-dfe6-5591-b064-959e84555613_34967617-78b9-4120-9fbc-b8bf2d3c115b,False,high
tomatoes-.-spain-.-agent/ representative,404db29d6ba61318865a25ff7c02724a6a67c89c,spain,agent/ representative,tomatoes,a47e8b6b-dfe6-5591-b064-959e84555613_34967617-78b9-4120-9fbc-b8bf2d3c115b,False,high
dried tomato-.-france-.-manufacturer/ producer,c84b99f4318bd9038b003c38c70a4a5cd73c69d4,france,manufacturer/ producer,dried tomato,fb6ba5e3-79aa-5506-a1cb-ad9d51465134_34967617-78b9-4120-9fbc-b8bf2d3c115b,False,high
sun-dried tomatoes-.-france-.-manufacturer/ producer,af4f5ac4b61a151646557ad512dba9d90ab3ca5f,france,manufacturer/ producer,sun-dried tomatoes,fb6ba5e3-79aa-5506-a1cb-ad9d51465134_34967617-78b9-4120-9fbc-b8bf2d3c115b,False,high
sun-dried tomatoes-.-germany-.-manufacturer/ producer,af4f5ac4b61a151646557ad512dba9d90ab3ca5f,germany,manufacturer/ producer,sun-dried tomatoes,fb6ba5e3-79aa-5506-a1cb-ad9d51465134_34967617-78b9-4120-9fbc-b8bf2d3c115b,False,high
sun-dried tomatoes-.-germany-.-wholesaler,af4f5ac4b61a151646557ad512dba9d90ab3ca5f,germany,wholesaler,sun-dried tomatoes,a47e8b6b-dfe6-5591-b064-959e84555613_34967617-78b9-4120-9fbc-b8bf2d3c115b,False,high
sun-dried tomatoes-.-france-.-wholesaler,af4f5ac4b61a151646557ad512dba9d90ab3ca5f,france,wholesaler,sun-dried tomatoes,a47e8b6b-dfe6-5591-b064-959e84555613_34967617-78b9-4120-9fbc-b8bf2d3c115b,False,high
apples-.-france-.-manufacturer/ producer,76c2436b593f27aa073f0b2404531b8de04a6ae7,france,manufacturer/ producer,apples,5110ecce-8675-5ada-b6b1-565ea401e085_1c819f15-1202-4fa9-8ef9-72196c2dfb85,False,high
apples-.-netherlands-.-manufacturer/ producer,76c2436b593f27aa073f0b2404531b8de04a6ae7,netherlands,manufacturer/ producer,apples,5110ecce-8675-5ada-b6b1-565ea401e085_1c819f15-1202-4fa9-8ef9-72196c2dfb85,False,high
apples-.-spain-.-manufacturer/ producer,76c2436b593f27aa073f0b2404531b8de04a6ae7,spain,manufacturer/ producer,apples,5110ecce-8675-5ada-b6b1-565ea401e085_1c819f15-1202-4fa9-8ef9-72196c2dfb85,False,high
apples-.-netherlands-.-wholesaler,76c2436b593f27aa073f0b2404531b8de04a6ae7,netherlands,wholesaler,apples,9b2b7884-ca85-5863-9d29-a917b023fd0c_1c819f15-1202-4fa9-8ef9-72196c2dfb85,False,high
packed apples-.-france-.-manufacturer/ producer,3971d0fe34e45ff706cb1d22683f719ad2817955,france,manufacturer/ producer,packed apples,5110ecce-8675-5ada-b6b1-565ea401e085_1c819f15-1202-4fa9-8ef9-72196c2dfb85,False,high
foodstuffs-.-france-.-manufacturer/ producer,9a3ee530e4abecb9018ecc0b3dc603eea703b7b5,france,manufacturer/ producer,foodstuffs,abca6388-5af9-5744-a727-855b8898dcd2_31733b4f-3120-4ad4-82f1-8a0bfc2f54ac,False,medium
foodstuffs-.-germany-.-manufacturer/ producer,9a3ee530e4abecb9018ecc0b3dc603eea703b7b5,germany,manufacturer/ producer,foodstuffs,abca6388-5af9-5744-a727-855b8898dcd2_31733b4f-3120-4ad4-82f1-8a0bfc2f54ac,False,medium
foodstuffs-.-spain-.-manufacturer/ producer,9a3ee530e4abecb9018ecc0b3dc603eea703b7b5,spain,manufacturer/ producer,foodstuffs,abca6388-5af9-5744-a727-855b8898dcd2_31733b4f-3120-4ad4-82f1-8a0bfc2f54ac,False,medium
foodstuffs-.-germany-.-distributor,9a3ee530e4abecb9018ecc0b3dc603eea703b7b5,germany,distributor,foodstuffs,4e863f8f-4679-5dcd-8087-c286152e73aa_31733b4f-3120-4ad4-82f1-8a0bfc2f54ac,False,medium
foodstuffs-.-germany-.-wholesaler,9a3ee530e4abecb9018ecc0b3dc603eea703b7b5,germany,wholesaler,foodstuffs,4e863f8f-4679-5dcd-8087-c286152e73aa_31733b4f-3120-4ad4-82f1-8a0bfc2f54ac,False,medium
foodstuffs-.-spain-.-distributor,9a3ee530e4abecb9018ecc0b3dc603eea703b7b5,spain,distributor,foodstuffs,4e863f8f-4679-5dcd-8087-c286152e73aa_31733b4f-3120-4ad4-82f1-8a0bfc2f54ac,False,medium
foodstuffs-.-spain-.-wholesaler,9a3ee530e4abecb9018ecc0b3dc603eea703b7b5,spain,wholesaler,foodstuffs,4e863f8f-4679-5dcd-8087-c286152e73aa_31733b4f-3120-4ad4-82f1-8a0bfc2f54ac,False,medium
foodstuffs-.-spain-.-agent/ representative,9a3ee530e4abecb9018ecc0b3dc603eea703b7b5,spain,agent/ representative,foodstuffs,4e863f8f-4679-5dcd-8087-c286152e73aa_31733b4f-3120-4ad4-82f1-8a0bfc2f54ac,False,medium
foodstuffs-.-netherlands-.-retailer,9a3ee530e4abecb9018ecc0b3dc603eea703b7b5,netherlands,retailer,foodstuffs,4e863f8f-4679-5dcd-8087-c286152e73aa_31733b4f-3120-4ad4-82f1-8a0bfc2f54ac,False,medium
foodstuffs-.-netherlands-.-wholesaler,9a3ee530e4abecb9018ecc0b3dc603eea703b7b5,netherlands,wholesaler,foodstuffs,4e863f8f-4679-5dcd-8087-c286152e73aa_31733b4f-3120-4ad4-82f1-8a0bfc2f54ac,False,medium
foodstuffs-.-france-.-wholesaler,9a3ee530e4abecb9018ecc0b3dc603eea703b7b5,france,wholesaler,foodstuffs,4e863f8f-4679-5dcd-8087-c286152e73aa_31733b4f-3120-4ad4-82f1-8a0bfc2f54ac,False,medium
foodstuffs-.-france-.-distributor,9a3ee530e4abecb9018ecc0b3dc603eea703b7b5,france,distributor,foodstuffs,4e863f8f-4679-5dcd-8087-c286152e73aa_31733b4f-3120-4ad4-82f1-8a0bfc2f54ac,False,medium
foodstuffs-.-france-.-agent/ representative,9a3ee530e4abecb9018ecc0b3dc603eea703b7b5,france,agent/ representative,foodstuffs,4e863f8f-4679-5dcd-8087-c286152e73aa_31733b4f-3120-4ad4-82f1-8a0bfc2f54ac,False,medium
olive tree-.-france-.-manufacturer/ producer,e3112449d10383f528f96c5257136765d6861288,france,manufacturer/ producer,olive tree,0e9ce29f-1fc5-52f1-85a4-04fe149f9a0e_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
olive tree-.-spain-.-manufacturer/ producer,e3112449d10383f528f96c5257136765d6861288,spain,manufacturer/ producer,olive tree,cffa9386-bb9f-5550-aba5-5d12211c1231_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
olive tree-.-germany-.-distributor,e3112449d10383f528f96c5257136765d6861288,germany,distributor,olive tree,d3828b1b-25f5-5557-af1b-c18fe8357d9f_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
olive tree-.-spain-.-wholesaler,e3112449d10383f528f96c5257136765d6861288,spain,wholesaler,olive tree,d3828b1b-25f5-5557-af1b-c18fe8357d9f_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
olive tree-.-spain-.-retailer,e3112449d10383f528f96c5257136765d6861288,spain,retailer,olive tree,d3828b1b-25f5-5557-af1b-c18fe8357d9f_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
mediterranean plants-.-france-.-manufacturer/ producer,cb0d79ce866f4092497e8dfe76ff5689343ea6c7,france,manufacturer/ producer,mediterranean plants,c7817ac1-7766-516e-a3fc-ff0bb2706feb_aecd9597-ca42-49be-b98b-97ab87058f50,False,medium
mediterranean plants-.-spain-.-manufacturer/ producer,cb0d79ce866f4092497e8dfe76ff5689343ea6c7,spain,manufacturer/ producer,mediterranean plants,b543bb92-fb72-595d-9ce6-5a6d7b42a02f_aecd9597-ca42-49be-b98b-97ab87058f50,False,medium
olives - preserved-.-france-.-manufacturer/ producer,2b8d42ac46da3489de524a6523fdafd03bb65f77,france,manufacturer/ producer,olives - preserved,0e9ce29f-1fc5-52f1-85a4-04fe149f9a0e_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
olives - preserved-.-netherlands-.-manufacturer/ producer,2b8d42ac46da3489de524a6523fdafd03bb65f77,netherlands,manufacturer/ producer,olives - preserved,0e9ce29f-1fc5-52f1-85a4-04fe149f9a0e_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
olives - preserved-.-spain-.-manufacturer/ producer,2b8d42ac46da3489de524a6523fdafd03bb65f77,spain,manufacturer/ producer,olives - preserved,cffa9386-bb9f-5550-aba5-5d12211c1231_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
olives - preserved-.-austria-.-wholesaler,2b8d42ac46da3489de524a6523fdafd03bb65f77,austria,wholesaler,olives - preserved,d3828b1b-25f5-5557-af1b-c18fe8357d9f_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
olives - preserved-.-spain-.-wholesaler,2b8d42ac46da3489de524a6523fdafd03bb65f77,spain,wholesaler,olives - preserved,d3828b1b-25f5-5557-af1b-c18fe8357d9f_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
olives - preserved-.-spain-.-distributor,2b8d42ac46da3489de524a6523fdafd03bb65f77,spain,distributor,olives - preserved,d3828b1b-25f5-5557-af1b-c18fe8357d9f_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
olives - preserved-.-france-.-distributor,2b8d42ac46da3489de524a6523fdafd03bb65f77,france,distributor,olives - preserved,d3828b1b-25f5-5557-af1b-c18fe8357d9f_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
olives - preserved-.-france-.-wholesaler,2b8d42ac46da3489de524a6523fdafd03bb65f77,france,wholesaler,olives - preserved,d3828b1b-25f5-5557-af1b-c18fe8357d9f_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
green olives-.-france-.-manufacturer/ producer,b10a0a2af67c0817ba775de4ad32fc4f687c105e,france,manufacturer/ producer,green olives,0e9ce29f-1fc5-52f1-85a4-04fe149f9a0e_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
green olives-.-spain-.-manufacturer/ producer,b10a0a2af67c0817ba775de4ad32fc4f687c105e,spain,manufacturer/ producer,green olives,cffa9386-bb9f-5550-aba5-5d12211c1231_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
table olives-.-france-.-manufacturer/ producer,85fb4e68995e985631089efb9487ca5837cee487,france,manufacturer/ producer,table olives,0e9ce29f-1fc5-52f1-85a4-04fe149f9a0e_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
table olives-.-spain-.-manufacturer/ producer,85fb4e68995e985631089efb9487ca5837cee487,spain,manufacturer/ producer,table olives,cffa9386-bb9f-5550-aba5-5d12211c1231_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
olive plantation-.-france-.-manufacturer/ producer,fb3a8a687b1a9c75be311fa4afbefd2045d5f219,france,manufacturer/ producer,olive plantation,0e9ce29f-1fc5-52f1-85a4-04fe149f9a0e_e580a34c-42e2-460d-ac2e-a49bcf0583f2,False,high
tinned fish-.-france-.-manufacturer/ producer,c1499cc8a63cc1b151be5aa75051c71e130ffea6,france,manufacturer/ producer,tinned fish,e3a1cbb4-8b5c-522c-834e-d48552ccfd5f_a8c7249e-9a1a-44b3-b603-e2e2268d56f6,False,medium
tinned fish-.-germany-.-manufacturer/ producer,c1499cc8a63cc1b151be5aa75051c71e130ffea6,germany,manufacturer/ producer,tinned fish,e3a1cbb4-8b5c-522c-834e-d48552ccfd5f_a8c7249e-9a1a-44b3-b603-e2e2268d56f6,False,medium
tinned fish-.-spain-.-manufacturer/ producer,c1499cc8a63cc1b151be5aa75051c71e130ffea6,spain,manufacturer/ producer,tinned fish,e3a1cbb4-8b5c-522c-834e-d48552ccfd5f_a8c7249e-9a1a-44b3-b603-e2e2268d56f6,False,medium
tinned fish-.-germany-.-wholesaler,c1499cc8a63cc1b151be5aa75051c71e130ffea6,germany,wholesaler,tinned fish,1fa763ee-039b-5d5d-b231-89f86d354691_a8c7249e-9a1a-44b3-b603-e2e2268d56f6,False,medium
tinned fish-.-spain-.-distributor,c1499cc8a63cc1b151be5aa75051c71e130ffea6,spain,distributor,tinned fish,1fa763ee-039b-5d5d-b231-89f86d354691_a8c7249e-9a1a-44b3-b603-e2e2268d56f6,False,medium
tinned fish-.-spain-.-wholesaler,c1499cc8a63cc1b151be5aa75051c71e130ffea6,spain,wholesaler,tinned fish,1fa763ee-039b-5d5d-b231-89f86d354691_a8c7249e-9a1a-44b3-b603-e2e2268d56f6,False,medium
tinned fish-.-france-.-distributor,c1499cc8a63cc1b151be5aa75051c71e130ffea6,france,distributor,tinned fish,1fa763ee-039b-5d5d-b231-89f86d354691_a8c7249e-9a1a-44b3-b603-e2e2268d56f6,False,medium
tinned fish-.-france-.-wholesaler,c1499cc8a63cc1b151be5aa75051c71e130ffea6,france,wholesaler,tinned fish,1fa763ee-039b-5d5d-b231-89f86d354691_a8c7249e-9a1a-44b3-b603-e2e2268d56f6,False,medium
chillies-.-france-.-manufacturer/ producer,96f176d8f6ed7dd0fe1cd84d7383bb7ecc310fa1,france,manufacturer/ producer,chillies,6ce284b4-e224-5e63-b5f7-9b65a6d19d90_6da04e2b-e9e9-5cc4-8227-a5b19b91b936,False,high
chillies-.-france-.-retailer,96f176d8f6ed7dd0fe1cd84d7383bb7ecc310fa1,france,retailer,chillies,342b8ad0-3133-50a9-a227-ad2f848c2e76_6da04e2b-e9e9-5cc4-8227-a5b19b91b936,False,high
vanilla-.-france-.-manufacturer/ producer,44ebfed28707437b7233c3b2206cd220b2aded34,france,manufacturer/ producer,vanilla,95440588-893a-57f0-9ca6-94a126d98b1b_43fdfa7d-a9ad-4919-8368-e82a9142101b,False,high
vanilla-.-germany-.-wholesaler,44ebfed28707437b7233c3b2206cd220b2aded34,germany,wholesaler,vanilla,fd9591f8-b995-5809-a426-13988269a82b_43fdfa7d-a9ad-4919-8368-e82a9142101b,False,high
vanilla-.-netherlands-.-wholesaler,44ebfed28707437b7233c3b2206cd220b2aded34,netherlands,wholesaler,vanilla,fd9591f8-b995-5809-a426-13988269a82b_43fdfa7d-a9ad-4919-8368-e82a9142101b,False,high
vanilla-.-france-.-wholesaler,44ebfed28707437b7233c3b2206cd220b2aded34,france,wholesaler,vanilla,fd9591f8-b995-5809-a426-13988269a82b_43fdfa7d-a9ad-4919-8368-e82a9142101b,False,high
vanilla-.-france-.-distributor,44ebfed28707437b7233c3b2206cd220b2aded34,france,distributor,vanilla,fd9591f8-b995-5809-a426-13988269a82b_43fdfa7d-a9ad-4919-8368-e82a9142101b,False,high
spicy peppers-.-france-.-manufacturer/ producer,56a3332b4de3808d90e2b6fe61daca44e047f389,france,manufacturer/ producer,spicy peppers,a286fafe-8230-503f-b993-a46eacc1e6e2_98813ba1-c1a0-469d-99e0-6f2d8453c47d,False,medium
